RecordedDate,Q1,Q2,Eligibility 1,Eligibility 2,Duration (in seconds),Finished,StartDate,EndDate,Progress
2023-08-13 08:33:21,"1. remove trials with incorrect responses, missed responses, and anticipations (RTs < 150 ms. NB: this cutoff is arbitrary and, if possible, it can be better determined by analyzing the distribution of RTs in the next step)
2. perform a distributional analysis on all the remaining RTs to verify that they are not distributed normally. This could be a problem for the subsequent z-transformation, because both M and SD are very sensitive to extreme outliers. This is particularly important for the present dataset, due to the quite high response timeout (3000 ms). At this stage, the sub-distribution of anticipatory RTs could be evident from the overall distribution (e.g., a ""bump"" centered at 100 ms overimposed over the left tail of the RT distribution), and maybe a better cutoff for the anticipations can be defined as the point where the left tail of the RT distribution start to show an increase.
2b. If the RTs are not distributed normally, verify whether one of the common RT transformations (i.e., log, inverse (-1000/RT)) has a normal distribution. In case, apply this transformation to RT. 
3. Check for participants' compliance and exclude outliers. Based on both the mean (tranformed) RT (for all trials) and the accuracy of each participant, exclude participants that are outliers for either measure based on a non-parametric criterion (i.e., more than three scaled MAD above and below, respectively for RT and accuracy, from the median. The scaled MAD is defined as c*median(abs(DATA-median(DATA))), where c=-1/(sqrt(2)*erfcinv(3/2))).
4. (optional) if standard GLM-based analysis will be performed, requiring to average participants' RT to compute item-level measure, I would replicate the analysis after excluding outlier trials for each participant, defined as experimental (i.e., related and unrelated) trials more than three scaled MAD above the participant's median (transformed) RT, computed using all the included trials.
   ","Just to be sure, I'd also compute Spearman's correlations (which is more robust than Pearson's to violations)",Yes,Yes,19813,True,2023-08-13 03:03:07,2023-08-13 08:33:21,100
2023-08-13 10:24:27,"1. remove trials with incorrect responses, missed responses, and RTs<150 ms (considered to be anticipations) 
2. verify whether RTs are distributed normaly performing distributional analysis 
If RTs are not distributed normally it could be an issue for z-transformation, because both M and SD are very sensitive to extreme outliers. 
If the RTs are not distributed normally, verify whether one of the common RT transformations (i.e., log, inverse (-1000/RT)) has a normal distribution. If so, apply this transformation.
3. Check for participants' compliance and exclude outliers. Based on both the mean RTs and the accuracy of each participant, exclude participants that are outliers for either measures. 
",No,Yes,Yes,11138,True,2023-08-13 07:18:49,2023-08-13 10:24:27,100
2023-08-14 03:20:11,,,Yes,Yes,258,False,2023-08-07 03:15:36,2023-08-07 03:19:55,73
2023-08-14 03:23:23,"1. Removal of trials for which participants took more than 3s (experiment max)
2. Removal of trials to which participants responded erroneously (based on the accuracy variable).
3. Outlier removal: responses more than 3SDs above or below the participant- block specific RT mean (because learning may occur across blocks). ","Since item-level priming effects are notoriously unreliable, I wonder whether the analysis is worthwhile pursuing. I would precede it with a reliability analysis within language (Spearman-Brown corrected split-half correlations) and perhaps correct the correlation between languages for attenuation.",Yes,Yes,4422,True,2023-08-14 02:09:40,2023-08-14 03:23:22,100
2023-08-14 06:16:17,,,No,Yes,413,False,2023-08-07 06:09:22,2023-08-07 06:16:16,73
2023-08-14 07:31:11,"Response times are known to be positively skewed. z-Transformations work better for normal than for skewed distributions. Two solutions come to my mind: 1) a logarithmic transformation of the response times and 2) analyses based on ordinal data (differences in medians - rank correlation). Ideally, both analyses arrive at the same conclusion. Given that logarithmic functions are somewhat artificial and controversial, I would prefer the simpler, more robust non-parametric analysis. If logarithmic data are used, multilevel analyses would make sense (i.e., individual choices within each person). Econometricians are well acquainted with these sophisticated regression procedures. ",see my last comment.,Yes,No,1719,True,2023-08-14 07:02:30,2023-08-14 07:31:10,100
2023-08-14 12:46:58,,,,,11,False,2023-08-07 12:46:45,2023-08-07 12:46:57,18
2023-08-14 15:42:25,"First of all, I would like to point out that I have never analysed such data myself so my comments should be taken with that in mind. From what I understood in the research question, we are interested if the same semantic priming effects would appear with the same prime-target pairs across different languages. I feel like the analysis proposed is already a step further from that since you would like to compare/correlate the differences in semanticly related and unrealted pairs of two different languages (if I understand correctly). Therefore, I would propose to first look at the actual reaction times in related and unrelated pairs and look for correlations in two different languages. So for example, if the reaction times for related pairs in English is about the same as reaction time for the same pairs in German. And then the same for unrelated. With this you would have a foundation and see if there are already discrepancies here or not. And after this, the next step would be to see if there are correlations between the differences of unrelated and related pairs in the two languages. Additionally, this step that I proposed would already answer the foundamental part of the research question to see whether the same pairs of words elicit the same priming effect in two different languages.",No modification.,No,Yes,2493,True,2023-08-14 15:00:51,2023-08-14 15:42:24,100
2023-08-14 20:16:38,"Before analyses, I would implement participant and item level exclusions based on error and completion rates. 

The criteria listed in the preprint seem reasonable given the set up of the task, and I'm not sure if this is the type of processing you're referring to (since it's already pre-registered). I will adjust for sake of providing an alternative approach, but note that lexical decision task are not my area of expertise.

1) Remove participants who did not provide the correct response greater than 30% of the time -- this criteria includes time outs, errors, or incompletion of the task. 
2) Remove individual trials that are timeouts, errors, or have latencies less than 300 ms.","No modification. ",Yes,No,86068,True,2023-08-13 20:22:08,2023-08-14 20:16:37,100
2023-08-15 04:55:32,"Before the analysis: I was missing screening outliers before calculating each participant mean RT, both by item and by participant. 
Response times shorter than~150 MS are probably not real. Although you only allowed up to 3 seconds per trial, I'd also consider screening long RT (>2.5 SD above the participant mean).
Finally, target items (in specific language) with extremely longer RT (>2.5 SD above the target items mean) should also be screened out. 

",No modification,Yes,No,2205,True,2023-08-15 04:18:46,2023-08-15 04:55:32,100
2023-08-15 07:11:55,,,Yes,Yes,8199,True,2023-08-15 04:55:15,2023-08-15 07:11:55,100
2023-08-15 07:25:54,"Our lab understands the originally planned analysis as follows:

Analysis (original) – step 1.1: z-transformation of response times
Analysis (original) – step 1.2: arithmetic means of response times
Analysis (original) – step 1.3: differences between unrelated and related trials
Analysis (original) – step 2: correlation of priming effects (differences) between languages

To optimise data processing, we propose to adjust the steps of the analysis by switching steps 1.2 and 1.3. This adjustment will not alter the results. You find the analysis process, we propose, below:

Analysis – step 1.1: z-transformation of response times
Analysis – step 1.2: differences between unrelated and related trials
Analysis – step 1.3: arithmetic means of differences by country
Analysis – step 2: correlation of priming effects (differences) between languages

The process, described below, integrates the data processing steps with the afore-proposed analysis process:

Data processing – step 1: Downloading and cleaning the raw dataset
--> result: dataset A with participants as rows and reaction times as columns
Analysis – step 1.1: z-transformation of response times
--> result: dataset A with added columns, containing z-transformed values
Analysis – step 1.2: differences between unrelated and related trials
--> result: dataset A with added columns, containing differences between unrelated and related trials
Analysis – step 1.3: arithmetic means of differences by country
Data processing – step 2: Creating a new dataset from the results of analysis – step 1.3
--> result: dataset B with differences between unrelated and related trials in rows and countries/languages in columns
Analysis – step 2: correlation of priming effects (differences) between countries/languages


Alternatively, there is another solution, which, however, requires adjusting the analysis slightly more. In this case, the differences between unrelated and related trials would have to be calculated on an individual (participant) level. Then, each difference would have to be correlated between two countries/languages, e.g. English and German. Finally, we could calculate the mean of all of the correlation coefficient, similar to Cronbach’s alpha.





",Please see the answer to the question before,Yes,Yes,719,True,2023-08-15 07:13:54,2023-08-15 07:25:53,100
2023-08-15 07:26:01,"Our lab understands the originally planned analysis as follows:

Analysis (original) – step 1.1: z-transformation of response times
Analysis (original) – step 1.2: arithmetic means of response times
Analysis (original) – step 1.3: differences between unrelated and related trials
Analysis (original) – step 2: correlation of priming effects (differences) between languages

To optimise data processing, we propose to adjust the steps of the analysis by switching steps 1.2 and 1.3. This adjustment will not alter the results. You find the analysis process, we propose, below:

Analysis – step 1.1: z-transformation of response times
Analysis – step 1.2: differences between unrelated and related trials
Analysis – step 1.3: arithmetic means of differences by country
Analysis – step 2: correlation of priming effects (differences) between languages

The process, described below, integrates the data processing steps with the afore-proposed analysis process:

Data processing – step 1: Downloading and cleaning the raw dataset
--> result: dataset A with participants as rows and reaction times as columns
Analysis – step 1.1: z-transformation of response times
--> result: dataset A with added columns, containing z-transformed values
Analysis – step 1.2: differences between unrelated and related trials
--> result: dataset A with added columns, containing differences between unrelated and related trials
Analysis – step 1.3: arithmetic means of differences by country
Data processing – step 2: Creating a new dataset from the results of analysis – step 1.3
--> result: dataset B with differences between unrelated and related trials in rows and countries/languages in columns
Analysis – step 2: correlation of priming effects (differences) between countries/languages


Alternatively, there is another solution, which, however, requires adjusting the analysis slightly more. In this case, the differences between unrelated and related trials would have to be calculated on an individual (participant) level. Then, each difference would have to be correlated between two countries/languages, e.g. English and German. Finally, we could calculate the mean of all of the correlation coefficient, similar to Cronbach’s alpha.
",Please see the answer to the question before,Yes,No,734,True,2023-08-15 07:13:45,2023-08-15 07:26:00,100
2023-08-15 08:41:19,"Data Cleaning:
Missing Values: Identify and handle missing values. This could mean imputing them based on the mean, median, or mode of the column, or dropping rows/columns with missing values, depending on the percentage and nature of the missingness.
Outliers: Identify and address outliers, which might skew the analysis. Methods include the IQR (Interquartile Range) method or Z-scores.
Standardization/Normalization:
If we are using algorithms sensitive to feature scales (e.g., SVM, K-means), we should standardize (z-score normalization) or normalize (min-max scaling) the features. Standardization would mean subtracting the mean and dividing by the standard deviation, while normalization involves adjusting values measured on different scales to a common scale.
Feature Engineering:
Feature Extraction: Depending on the nature of the data, techniques like PCA (Principal Component Analysis) or LDA (Linear Discriminant Analysis) can be used to reduce dimensionality and capture the most variance in the data.
Feature Selection: If we have a large number of features, we may want to select the most significant ones based on criteria like mutual information, correlation, or feature importance from tree-based models.
Handling Categorical Data:
Encoding: Convert categorical data into numerical format using techniques like one-hot encoding, label encoding, or binary encoding.
",no modification,Yes,Yes,282,True,2023-08-15 08:36:36,2023-08-15 08:41:19,100
2023-08-16 06:14:04,,,No,Yes,78,False,2023-08-09 06:12:44,2023-08-09 06:14:03,73
2023-08-17 08:27:35,,,Yes,No,28,False,2023-08-15 13:02:23,2023-08-15 13:02:51,45
2023-08-17 08:27:35,,,No,Yes,381014,False,2023-08-06 06:21:19,2023-08-10 16:11:34,64
2023-08-17 08:27:37,,,Yes,Yes,664,False,2023-08-14 05:11:23,2023-08-14 05:22:27,91
